family_category	control_id	control_role	hit_status	best_full_score	hmm_coverage	domain_count
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_mcl_pha_dep|B7UCC9	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_mcl_pha_dep|Q5Y152	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_mcl_pha_dep|Q88D24	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_mcl_pha_dep|Q9R9W3	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|close_non_target_hydrolase|cutinase_like_non_target|A6WFI5	close_non_target_hydrolase	hit	1.3	0.292096	1
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|close_non_target_hydrolase|mycobacterial_esterase_non_target|O53581	close_non_target_hydrolase	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|close_non_target_hydrolase|cutinase_like_non_target|P0DX29	close_non_target_hydrolase	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|close_non_target_hydrolase|mycobacterial_esterase_non_target|P9WP43	close_non_target_hydrolase	no_hit			0
extracellular_pha_depolymerase_core	extracellular_pha_depolymerase_core|close_non_target_hydrolase|cutinase_like_non_target|Q47RJ6	close_non_target_hydrolase	no_hit			0
